product_id,title,price,link,categories,description,rating,weight,image,stock_status
17909,Almonds Lemon,14.0,https://www.alrifai.com/shop/almonds-lemon/,"All, Almonds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Almonds selected from the valleys of California for their rich taste and flavor. Almonds Lemon are seasoned with crystal sea salt, lemon and dry roasted to a golden color.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts

Weight
N/A",4.8,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-Lemon_AH__0571.jpg?resize=430%2C430&ssl=1,IN STOCK
17909,Almonds Lemon,28.0,https://www.alrifai.com/shop/almonds-lemon/,"All, Almonds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Almonds selected from the valleys of California for their rich taste and flavor. Almonds Lemon are seasoned with crystal sea salt, lemon and dry roasted to a golden color.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts

Weight
N/A",4.8,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-Lemon_AH__0571.jpg?resize=430%2C430&ssl=1,IN STOCK
17707,Almonds Raw 300g,8.0,https://www.alrifai.com/shop/almonds-raw/,"All, Almonds, Nuts & Kernels, Nuts & Seeds, Raw Nuts & Seeds","Premium Almonds selected from the valleys of California for their rich taste and flavor. They are cleaned and packaged in a fresh serve tray.
A tasty and crunchy treat that you can enjoy. Eat from the tray, make almond milk, add them to your mixes, or chop and toss them into a salad along with other raw nuts from Rifai.
SOLD IN:
Plastic Tray 300g (0.66 lb)
ALLERGEN NOTICE:
Nuts

Weight
0.35 kg",5,300g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Raw-Almonds_AH__0721.jpg?resize=430%2C430&ssl=1,IN STOCK
17910,Almonds Salt & Vinegar,13.5,https://www.alrifai.com/shop/almonds-salt-vinegar/,"All, Almonds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Almonds
Dry Roasted
without fats or oil and seasoned with English salt and vinegar flavor.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",4.75,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-Salt-and-Vinegar_AH__1236.jpg?resize=430%2C430&ssl=1,IN STOCK
17910,Almonds Salt & Vinegar,27.0,https://www.alrifai.com/shop/almonds-salt-vinegar/,"All, Almonds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Almonds
Dry Roasted
without fats or oil and seasoned with English salt and vinegar flavor.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",4.75,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-Salt-and-Vinegar_AH__1236.jpg?resize=430%2C430&ssl=1,IN STOCK
17911,Almonds Smoked,12.5,https://www.alrifai.com/shop/almonds-smoked/,"All, Almonds, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Almonds Dry Roasted without fats or oil and seasoned with smoke flavor.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts, Gluten.

Weight
N/A",4.97,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-Smoked_AH__0529.jpg?resize=430%2C430&ssl=1,IN STOCK
17911,Almonds Smoked,25.0,https://www.alrifai.com/shop/almonds-smoked/,"All, Almonds, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Almonds Dry Roasted without fats or oil and seasoned with smoke flavor.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts, Gluten.

Weight
N/A",4.97,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-Smoked_AH__0529.jpg?resize=430%2C430&ssl=1,IN STOCK
17912,Almonds Spanish Salted,19.5,https://www.alrifai.com/shop/almonds-spanish-salted/,"All, Almonds, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Spanish Almonds dry roasted without oils or fats for great flavor and aromas. Spanish Almonds are know for their buttery taste.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",5,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-American-Salted_AH__0484.jpg?resize=430%2C430&ssl=1,SOLD OUT
17912,Almonds Spanish Salted,39.0,https://www.alrifai.com/shop/almonds-spanish-salted/,"All, Almonds, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Spanish Almonds dry roasted without oils or fats for great flavor and aromas. Spanish Almonds are know for their buttery taste.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",5,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Almond-American-Salted_AH__0484.jpg?resize=430%2C430&ssl=1,SOLD OUT
19369,Almonds Sriracha,14.0,https://www.alrifai.com/shop/almonds-sriracha/,"All, Almonds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Almonds selected from the valleys of California for their rich taste and flavor. Our Sriracha Almonds are dry roasted without adding fats or oil in the process. We use unique flavors that works well with the texture of the Almonds to give you a delectable snack
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts & gluten.

Weight
N/A",N/A,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/03/Almond-Sriracha_AH__0537.jpg?resize=430%2C430&ssl=1,IN STOCK
19369,Almonds Sriracha,28.0,https://www.alrifai.com/shop/almonds-sriracha/,"All, Almonds, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Almonds selected from the valleys of California for their rich taste and flavor. Our Sriracha Almonds are dry roasted without adding fats or oil in the process. We use unique flavors that works well with the texture of the Almonds to give you a delectable snack
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts & gluten.

Weight
N/A",N/A,1 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/03/Almond-Sriracha_AH__0537.jpg?resize=430%2C430&ssl=1,IN STOCK
17915,Apricot Rolls,8.5,https://www.alrifai.com/shop/apricot-rolls/,"All, All Fruits, Fruit Paste","Apricots, sugar, water, glucose and olive oil all mixed together and brought to a boil then dried into a thick paste. A unique take from Rifai on this oriental confection which is cut in small pieces and rolled into bites and wrapped individually.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
None

Weight
N/A",N/A,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Apricot-Roll-_AH__0843.jpg?resize=430%2C430&ssl=1,IN STOCK
17915,Apricot Rolls,17.0,https://www.alrifai.com/shop/apricot-rolls/,"All, All Fruits, Fruit Paste","Apricots, sugar, water, glucose and olive oil all mixed together and brought to a boil then dried into a thick paste. A unique take from Rifai on this oriental confection which is cut in small pieces and rolled into bites and wrapped individually.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
None

Weight
N/A",N/A,1 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Apricot-Roll-_AH__0843.jpg?resize=430%2C430&ssl=1,IN STOCK
17916,Apricot Squares,8.5,https://www.alrifai.com/shop/apricot-squares/,"All, All Fruits, Fruit Paste","Apricots, sugar, water, glucose and olive oil all mixed together and brought to a boil then dried into a thick paste. A unique take from RIFAI on this oriental confection which is cut in small squared bite pieces and wrapped individually.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
None

Weight
N/A",N/A,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Apricot-Square_AH__0840.jpg?resize=430%2C430&ssl=1,IN STOCK
17916,Apricot Squares,17.0,https://www.alrifai.com/shop/apricot-squares/,"All, All Fruits, Fruit Paste","Apricots, sugar, water, glucose and olive oil all mixed together and brought to a boil then dried into a thick paste. A unique take from RIFAI on this oriental confection which is cut in small squared bite pieces and wrapped individually.
SOLD IN:
500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
None

Weight
N/A",N/A,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Apricot-Square_AH__0840.jpg?resize=430%2C430&ssl=1,IN STOCK
17917,Apricots Extra,7.0,https://www.alrifai.com/shop/apricots-extra/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Premium
hand picked apricots
wholes dried to a golden yellow color. Ideal for snacking or cooking.
SOLD IN:
Vacuum Plastic Trays
ALLERGEN NOTICE:
Sulfites

Weight
N/A",N/A,400g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dried-Apricot_AH__0759.jpg?resize=430%2C430&ssl=1,IN STOCK
17917,Apricots Extra,18.0,https://www.alrifai.com/shop/apricots-extra/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Premium
hand picked apricots
wholes dried to a golden yellow color. Ideal for snacking or cooking.
SOLD IN:
Vacuum Plastic Trays
ALLERGEN NOTICE:
Sulfites

Weight
N/A",N/A,1000g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dried-Apricot_AH__0759.jpg?resize=430%2C430&ssl=1,IN STOCK
17918,Armouche – Sugared Pistachios,27.0,https://www.alrifai.com/shop/armouche-sugared-pistachios/,"All, Confectionery, Malban & Nougat","Premium peeled pistachios crusted with sugar to form a circular delectable snack.
SOLD IN:
Individually Wrapped in 500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",N/A,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Armouch-Small_AH__0838.jpg?resize=430%2C430&ssl=1,IN STOCK
17918,Armouche – Sugared Pistachios,54.0,https://www.alrifai.com/shop/armouche-sugared-pistachios/,"All, Confectionery, Malban & Nougat","Premium peeled pistachios crusted with sugar to form a circular delectable snack.
SOLD IN:
Individually Wrapped in 500g (1.1lb) and 1Kg (2.2 lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",N/A,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Armouch-Small_AH__0838.jpg?resize=430%2C430&ssl=1,IN STOCK
17709,Banana Chips,4.5,https://www.alrifai.com/shop/banana-chips/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Hand Picked Tropical Bananas dried in open Air
SOLD IN:
Plastic Tray 170g (0.37 lb)
ALLERGEN NOTICE:
none.

Weight
200 kg",N/A,170g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/iStock-666389120.jpg?resize=430%2C430&ssl=1,IN STOCK
17919,Bitter Orange Dark Chocolate,23.0,https://www.alrifai.com/shop/bitter-orange-dark-chocolate/,"All, All Fruits","Rifai Bitter Orange Chocolate are slices of dried oranges and half covered with dark chocolate.
SOLD IN:
Bulk 1Kg & 500g

Weight
N/A",4.93,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Bitter-Orange-Dark-Chocolate_AH__0877.jpg?resize=430%2C430&ssl=1,IN STOCK
17919,Bitter Orange Dark Chocolate,46.0,https://www.alrifai.com/shop/bitter-orange-dark-chocolate/,"All, All Fruits","Rifai Bitter Orange Chocolate are slices of dried oranges and half covered with dark chocolate.
SOLD IN:
Bulk 1Kg & 500g

Weight
N/A",4.93,1kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Bitter-Orange-Dark-Chocolate_AH__0877.jpg?resize=430%2C430&ssl=1,IN STOCK
17760,Caramelized Almonds,6.0,https://www.alrifai.com/shop/glazed-almonds/,"All, Jars, Sugared Nuts","RIFAI premium Almonds glazed in caramelized sugar and vanilla bourbon to give you a sweet nutty taste
SOLD IN:
Plastic Jar 130g (0.28lb)
ALLERGEN NOTICE:
Nuts.

Weight
0.25 kg",N/A,130g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Caramelized-Almond-Sea-Salt_AH__0915.jpg?resize=430%2C430&ssl=1,IN STOCK
17920,Caramelized Cashews With Sesame,6.0,https://www.alrifai.com/shop/caramelized-cashews-with-sesame-black-edition/,"All, Jars","RIFAI premium Cashews glazed in caramelized sugar and vanilla bourbon with a sprinkle of toasted sesame and Canadian maple syrup to give you a sweet nutty taste.
SOLD IN:
Plastic Jar 130g (4.5 oz.)
ALLERGEN NOTICE:
Nuts, sesame.

Weight
0.17 kg",5,130g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Caramelized-Cashew_AH__0913.jpg?resize=430%2C430&ssl=1,IN STOCK
17922,Caramelized Pecan Nuts,7.0,https://www.alrifai.com/shop/caramelized-pecan-nuts-black-edition-2/,"All, Jars","RIFAI premium pecans glazed in caramelized sugar and vanilla bourbon with a touch of maple to give you a sweet nutty taste you always come back for.
SOLD IN:
Plastic Jar 130g (4.5 oz.)
ALLERGEN NOTICE:
Nuts.

Weight
0.2 kg",N/A,130g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Caramelized-Pecan_AH__0903.jpg?resize=430%2C430&ssl=1,IN STOCK
17898,Caramelized Pistachios,6.0,https://www.alrifai.com/shop/caramelized-pistachios/,"Jars, Sugared Nuts","RIFAI premium Pistachios glazed in caramelized sugar and vanilla bourbon to give you a sweet nutty taste
SOLD IN:
Plastic Jar 130g (0.28lb)
ALLERGEN NOTICE:
Nuts.

Weight
0.2 kg
Size
Jar 130g(0.28lb)",N/A,130g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Caramelized-Pistachio_AH__0905.jpg?resize=430%2C430&ssl=1,IN STOCK
17924,Cashew krikri,11.0,https://www.alrifai.com/shop/cashew-krikri/,"All, Cashews, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Coated with our signature krikri crunchy layer of dough and roasted to a golden color.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts, Gluten.

Weight
N/A",4.9,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Coated-Krikri_AH__0430.jpg?resize=430%2C430&ssl=1,IN STOCK
17924,Cashew krikri,22.0,https://www.alrifai.com/shop/cashew-krikri/,"All, Cashews, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Coated with our signature krikri crunchy layer of dough and roasted to a golden color.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts, Gluten.

Weight
N/A",4.9,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Coated-Krikri_AH__0430.jpg?resize=430%2C430&ssl=1,IN STOCK
17925,Cashew Truffles,20.0,https://www.alrifai.com/shop/cashew-truffles/,"All, Cashews, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashew Kernels Dry Roasted without any fats or oil and covered with Black Truffles. A Delectable Snack.
SOLD IN:
Bulk in 1Kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",4.92,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Truffles-Dry-Roasted_AH__0667.jpg?resize=430%2C430&ssl=1,IN STOCK
17925,Cashew Truffles,40.0,https://www.alrifai.com/shop/cashew-truffles/,"All, Cashews, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashew Kernels Dry Roasted without any fats or oil and covered with Black Truffles. A Delectable Snack.
SOLD IN:
Bulk in 1Kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts.

Weight
N/A",4.92,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Truffles-Dry-Roasted_AH__0667.jpg?resize=430%2C430&ssl=1,IN STOCK
17926,Cashews Cheese,19.0,https://www.alrifai.com/shop/cashews-cheese/,"All, Cashews, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Dry Roasted without fats or oil and covered with a unique cheese flavor and cheddar swiss cheese.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts, milk.

Weight
N/A",4.89,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Cheese_AH__0653.jpg?resize=430%2C430&ssl=1,IN STOCK
17926,Cashews Cheese,38.0,https://www.alrifai.com/shop/cashews-cheese/,"All, Cashews, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Dry Roasted without fats or oil and covered with a unique cheese flavor and cheddar swiss cheese.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts, milk.

Weight
N/A",4.89,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Cheese_AH__0653.jpg?resize=430%2C430&ssl=1,IN STOCK
17927,Cashews Chili,19.0,https://www.alrifai.com/shop/cashews-chili/,"All, Cashews, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Dry Roasted without fats or oil and covered with a unique chili and hot flavor
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts & gluten.

Weight
N/A",4.91,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Chili_AH__0657.jpg?resize=430%2C430&ssl=1,IN STOCK
17927,Cashews Chili,38.0,https://www.alrifai.com/shop/cashews-chili/,"All, Cashews, Flavored Nuts, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Dry Roasted without fats or oil and covered with a unique chili and hot flavor
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts & gluten.

Weight
N/A",4.91,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashew-Chili_AH__0657.jpg?resize=430%2C430&ssl=1,IN STOCK
17929,Cashews Coated Soy,11.0,https://www.alrifai.com/shop/cashews-coated-soy/,"All, Cashews, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Coated with a crunchy layer of dough and flavored with Soy Sauce.
GOOD FOR YOU:
No MSGs (glutamates)
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts, Gluten and Soy.

Weight
N/A",5,500g,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashews-Crackers-Soy_AH__0621.jpg?resize=430%2C430&ssl=1,IN STOCK
17929,Cashews Coated Soy,22.0,https://www.alrifai.com/shop/cashews-coated-soy/,"All, Cashews, Nuts & Kernels, Nuts & Seeds","Premium Hand Picked Cashews Coated with a crunchy layer of dough and flavored with Soy Sauce.
GOOD FOR YOU:
No MSGs (glutamates)
SOLD IN:
Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE:
Nuts, Gluten and Soy.

Weight
N/A",5,1 Kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Cashews-Crackers-Soy_AH__0621.jpg?resize=430%2C430&ssl=1,IN STOCK
